1540886311000,9480521
1540886596000,9521979
1540886882000,9564269
1540887168000,9604415
1540887454000,9648959
1540887740000,9695644
1540888025000,9739710
1540888311000,9776245
1540888597000,9817783
1540888883000,9862288
1540889169000,9906774
1540889455000,9951649
1540889740000,9994913
1540890026000,10035980
1540890312000,10078061
1540890598000,10124887
1540890884000,10175609
1540891170000,10227566
1540891455000,10278037
1540891741000,10327211
1540892027000,10370488
1540892313000,10421637
1540892599000,10472017
1540892885000,10522847
1540893170000,10576269
1540893456000,10628027
1540893742000,10678927
1540894028000,10734660
1540894314000,10793242
1540894600000,10852692
1540894885000,10913051
1540895171000,10972952
1540895457000,11032125
1540895743000,11093061
1540896029000,11157234
1540896314000,11223098
1540896600000,11288451
1540896886000,11352841
1540897172000,11418303
1540897458000,11485357
1540897744000,11558095
1540898029000,11630974
1540898315000,11707311
1540898601000,11782358
1540898887000,11855886
1540899173000,11928558
1540899459000,12001291
1540899744000,12074255
1540900030000,12145859
1540900316000,12216220
1540900602000,12283634
1540900888000,12350484
1540901174000,12420432
1540901459000,12491378
1540901745000,12561757
1540902031000,12632895
1540902317000,12703004
1540902603000,12770108
1540902889000,12837116
1540903174000,12906375
1540903460000,12973602
1540903746000,13038302
1540904032000,13102613
1540904318000,13165843
1540904603000,13220948
1540904889000,13261084
1540905175000,13339017
1540905461000,13407033
1540905747000,13470204
1540906033000,13530226
1540906318000,13583259
1540906604000,13638346
1540906890000,13691419
1540907176000,13737388
1540907462000,13766838
1540907748000,13791331
1540908033000,13821277
1540908319000,13849398
1540908605000,13880380
1540908891000,13908070
1540909177000,13932612
1540909463000,13951403
1540909748000,13964460
1540910034000,13970925
1540910320000,13978631
1540910606000,13978099
1540910892000,13972280
1540911178000,13966637
1540911463000,13950688
1540911749000,13909685
1540912035000,13878507
1540912321000,13858235
1540912607000,13841859
1540912892000,13803397
1540913178000,13788129
1540913464000,13777395
1540913750000,13751691
1540914036000,13734479
1540914322000,13717561
1540914607000,13698239
1540914893000,13678168
1540915179000,13655384
1540915465000,13622457
1540915751000,13603365
1540916037000,13589574
1540916322000,13577578
1540916608000,13569848
1540916894000,13566670
1540917180000,13561424
1540917466000,13555827
1540917752000,13553289
1540918037000,13548469
1540918323000,13542809
1540918609000,13539434
1540918895000,13533713
1540919181000,13530325
1540919467000,13535361
1540919752000,13534126
1540920038000,13531289
1540920324000,13538550
1540920610000,13538286
1540920896000,13541739
1540921181000,13544814
1540921467000,13542591
1540921753000,13546318
1540922039000,13548631
1540922325000,13550897
1540922611000,13548274
1540922896000,13549555
1540923182000,13550230
1540923468000,13550479
1540923754000,13549873
1540924040000,13548610
1540924326000,13545716
1540924611000,13542176
1540924897000,13539993
1540925183000,13536909
1540925469000,13530191
1540925755000,13522217
1540926041000,13510891
1540926326000,13494825
1540926612000,13480582
1540926898000,13464428
1540927184000,13443630
1540927470000,13429323
1540927756000,13414623
1540928041000,13396049
1540928327000,13378853
1540928613000,13356729
1540928899000,13329861
1540929185000,13300478
1540929471000,13266134
1540929756000,13220593
1540930042000,13176342
1540930328000,13133821
1540930614000,13090059
1540930900000,13042579
1540931185000,12993738
1540931471000,12942921
1540931757000,12892332
1540932043000,12841152
1540932329000,12784618
1540932615000,12725112
1540932900000,12661766
1540933186000,12588068
1540933472000,12505492
1540933758000,12426859
1540934044000,12352635
1540934330000,12282298
1540934615000,12209714
1540934901000,12138567
1540935187000,12061039
1540935473000,11988185
1540935759000,11915404
1540936045000,11839648
1540936330000,11763821
1540936616000,11688168
1540936902000,11605538
1540937188000,11524322
1540937474000,11448024
1540937760000,11374516
1540938045000,11301971
1540938331000,11230517
1540938617000,11161627
1540938903000,11092806
1540939189000,11027580
1540939474000,10960503
1540939760000,10895615
1540940046000,10829715
1540940332000,10727297
1540940618000,9765813
1540940904000,8804328
1540941189000,10216915
1540941475000,9759182
1540941761000,9706534
1540942047000,9985349
1540942333000,9759717
1540942619000,9753784
1540942904000,9742208
1540943190000,9727652
1540943476000,9713990
1540943762000,9702494
1540944048000,9690057
1540944334000,9668681
1540944619000,9653412
1540944905000,9638351
1540945191000,9628540
1540945477000,9619394
1540945763000,9609740
1540946049000,9600158
1540946334000,9591205
1540946620000,9581656
1540946906000,9572793
1540947192000,9564566
1540947478000,9555176
1540947763000,9544124
1540948049000,9533837
1540948335000,9526249
1540948621000,9520182
1540948907000,9515208
1540949193000,9510110
1540949478000,9501877
1540949764000,9491709
1540950050000,9483412
1540950336000,9473028
1540950622000,9463399
1540950908000,9454002
1540951193000,9442064
1540951479000,9423253
1540951765000,9407493
1540952051000,9396062
1540952337000,9385938
1540952623000,9375847
1540952908000,9364610
1540953194000,9351253
1540953480000,9337417
1540953766000,9322172
1540954052000,9304333
1540954338000,9285887
1540954623000,9265656
1540954909000,9240149
1540955195000,9210536
1540955481000,9184420
1540955767000,9161269
1540956052000,9140908
1540956338000,9119035
1540956624000,9096344
1540956910000,9071092
1540957196000,9050916
1540957482000,9030961
1540957767000,9015151
1540958053000,8999169
1540958339000,8980630
1540958625000,8962553
